# Astrax offline transition dataset
# state values are finite and bounded to [-1, 1]
action,reward,terminal,state,next_state
4,0.0290843155,0,0.00168789166;0.246361375;-0.227176026;0.00528662931;-0.245766401;0.110754862;-0.119155802;0.230271935;0.00712682027;-0.00218132441;-0.00508208666;-0.00569527969;0.00416797493;-0.00262552081;-0.00221310649;-0.00620345958;-0.00238956208;0.00214718678;-0.0030280184;-0.00312182843;0.00179001433;0.0032210059;-0.00381945632;0.0020374842;-0.00100667949;-0.00155459542;0.00264081755;-0.00150538236;-0.000291717821;-0.00510566682;0.00240660505;-0.00205801264,0.00217166985;0.24619706;-0.226444304;0.00540342135;-0.366350353;0.10961362;-0.120061375;0.231107861;0.00684950221;-0.00101294566;-0.00637935987;-0.00567918131;0.00446614856;-0.00274911057;-0.00266368827;-0.00767234107;-0.00113775581;0.00144526712;-0.00155957183;-0.00416214997;0.00310948258;0.00306700845;-0.00393680017;0.00199318328;-0.000995957409;-0.000177503214;0.00160768291;-0.00126540416;0.00102518382;-0.00442843232;0.00194766733;-0.00228314707
7,0.102397673,0,0.00217166985;0.24619706;-0.226444304;0.00540342135;-0.366350353;0.10961362;-0.120061375;0.231107861;0.00684950221;-0.00101294566;-0.00637935987;-0.00567918131;0.00446614856;-0.00274911057;-0.00266368827;-0.00767234107;-0.00113775581;0.00144526712;-0.00155957183;-0.00416214997;0.00310948258;0.00306700845;-0.00393680017;0.00199318328;-0.000995957409;-0.000177503214;0.00160768291;-0.00126540416;0.00102518382;-0.00442843232;0.00194766733;-0.00228314707,0.00214942475;0.246755123;-0.22464855;0.0065010353;-0.364792377;0.109132521;-0.119071044;0.343505532;0.0060412637;-0.000879018102;-0.00628878782;-0.00593085401;0.00349195488;-0.00403256249;-0.00274045439;-0.00910961442;0.000360258273;0.00260132318;-0.00177314214;-0.00281178905;0.00262016966;0.00188190723;-0.00504363514;0.00112937111;-0.00123371941;0.00045318465;0.00154893834;-0.002256101;0.0011254031;-0.00563437305;0.00184029702;-0.00105003035
3,-0.0546389222,0,0.00214942475;0.246755123;-0.22464855;0.0065010353;-0.364792377;0.109132521;-0.119071044;0.343505532;0.0060412637;-0.000879018102;-0.00628878782;-0.00593085401;0.00349195488;-0.00403256249;-0.00274045439;-0.00910961442;0.000360258273;0.00260132318;-0.00177314214;-0.00281178905;0.00262016966;0.00188190723;-0.00504363514;0.00112937111;-0.00123371941;0.00045318465;0.00154893834;-0.002256101;0.0011254031;-0.00563437305;0.00184029702;-0.00105003035,0.00333597884;0.246956617;-0.22368747;-0.121281512;-0.364972115;0.110204607;-0.11985781;0.342150569;0.00598205347;0.000534632709;-0.00698015466;-0.00631978922;0.00350716244;-0.00267261732;-0.00219508144;-0.00960117951;-0.000564765942;0.00187182124;-0.00145842833;-0.00306222215;0.00274027348;0.00160443585;-0.00462572277;0.000590100884;-0.00226613088;0.000317573838;4.92575346e-05;-0.00299887545;0.000260691217;-0.00417308742;0.000467399484;-0.00254638982
6,0.10410025,0,0.00333597884;0.246956617;-0.22368747;-0.121281512;-0.364972115;0.110204607;-0.11985781;0.342150569;0.00598205347;0.000534632709;-0.00698015466;-0.00631978922;0.00350716244;-0.00267261732;-0.00219508144;-0.00960117951;-0.000564765942;0.00187182124;-0.00145842833;-0.00306222215;0.00274027348;0.00160443585;-0.00462572277;0.000590100884;-0.00226613088;0.000317573838;4.92575346e-05;-0.00299887545;0.000260691217;-0.00417308742;0.000467399484;-0.00254638982,0.00465478469;0.247350261;-0.223050907;-0.121780947;-0.363425732;0.110179365;-0.233958036;0.341542244;0.00519022346;-0.000128628919;-0.00697833998;-0.00560043752;0.0034729226;-0.00232157204;-0.000798000721;-0.00818858296;0.000761871925;0.00293279439;-0.00117864215;-0.00180974475;0.00267067994;0.000765693607;-0.00347750681;0.000510590151;-0.00233957032;-1.07143715e-05;0.000484759832;-0.00342743611;0.000805629476;-0.00315857492;0.000895711186;-0.00218804297
1,0.104719691,0,0.00465478469;0.247350261;-0.223050907;-0.121780947;-0.363425732;0.110179365;-0.233958036;0.341542244;0.00519022346;-0.000128628919;-0.00697833998;-0.00560043752;0.0034729226;-0.00232157204;-0.000798000721;-0.00818858296;0.000761871925;0.00293279439;-0.00117864215;-0.00180974475;0.00267067994;0.000765693607;-0.00347750681;0.000510590151;-0.00233957032;-1.07143715e-05;0.000484759832;-0.00342743611;0.000805629476;-0.00315857492;0.000895711186;-0.00218804297,0.0047887261;0.362069964;-0.221554592;-0.121169642;-0.363423705;0.109373473;-0.232560053;0.340626568;0.00567303272;0.00105511374;-0.00787951984;-0.00518492656;0.00250778231;-0.00352247711;-0.000760205789;-0.00939491577;0.000866391347;0.00223991438;-0.001567506;-0.000714830472;0.00137690222;0.0016074538;-0.00284873066;0.00164799718;-0.00158665632;-0.000865717127;-0.000159025163;-0.00384739693;0.00130399084;-0.00253647822;-0.00035299646;-0.00136397057
4,-0.0496776626,0,0.0047887261;0.362069964;-0.221554592;-0.121169642;-0.363423705;0.109373473;-0.232560053;0.340626568;0.00567303272;0.00105511374;-0.00787951984;-0.00518492656;0.00250778231;-0.00352247711;-0.000760205789;-0.00939491577;0.000866391347;0.00223991438;-0.001567506;-0.000714830472;0.00137690222;0.0016074538;-0.00284873066;0.00164799718;-0.00158665632;-0.000865717127;-0.000159025163;-0.00384739693;0.00130399084;-0.00253647822;-0.00035299646;-0.00136397057,0.00391035434;0.362658858;-0.219778091;-0.122353271;-0.2480997;0.108288735;-0.232813239;0.338650644;0.00619447324;0.000894704775;-0.00913382694;-0.00553233642;0.00183921913;-0.00305824727;-0.000685004983;-0.0106992833;0.00112230913;0.0037279285;-0.00156088406;-0.000572151097;0.0024182843;0.00135479274;-0.00278011267;0.00146143558;-0.00152421382;0.000415763003;0.00117180601;-0.00348023046;0.000275295461;-0.00260599679;0.000626859488;6.77367207e-05
0,0.114674769,0,0.00391035434;0.362658858;-0.219778091;-0.122353271;-0.2480997;0.108288735;-0.232813239;0.338650644;0.00619447324;0.000894704775;-0.00913382694;-0.00553233642;0.00183921913;-0.00305824727;-0.000685004983;-0.0106992833;0.00112230913;0.0037279285;-0.00156088406;-0.000572151097;0.0024182843;0.00135479274;-0.00278011267;0.00146143558;-0.00152421382;0.000415763003;0.00117180601;-0.00348023046;0.000275295461;-0.00260599679;0.000626859488;6.77367207e-05,-0.120764397;0.361235321;-0.220386788;-0.123101726;-0.246838987;0.109566376;-0.231950343;0.338015139;0.00493546017;0.000379960111;-0.0080405362;-0.00452651549;0.00189052557;-0.00316160917;-0.000462199911;-0.0106240772;0.00063988351;0.00502746273;-0.00218439428;0.000876119593;0.00134875858;0.00231671892;-0.00293504749;0.00205278117;-0.00205686712;-0.000521021313;-9.2273578e-05;-0.00447119959;0.00136048556;-0.00286884117;0.00166284153;-0.00025691546
3,0.0532231703,0,-0.120764397;0.361235321;-0.220386788;-0.123101726;-0.246838987;0.109566376;-0.231950343;0.338015139;0.00493546017;0.000379960111;-0.0080405362;-0.00452651549;0.00189052557;-0.00316160917;-0.000462199911;-0.0106240772;0.00063988351;0.00502746273;-0.00218439428;0.000876119593;0.00134875858;0.00231671892;-0.00293504749;0.00205278117;-0.00205686712;-0.000521021313;-9.2273578e-05;-0.00447119959;0.00136048556;-0.00286884117;0.00166284153;-0.00025691546,-0.121649727;0.359995931;-0.218947709;-0.0102629969;-0.247120336;0.108802311;-0.231134772;0.33781144;0.00623397157;0.000286507944;-0.00721171452;-0.00497858925;0.000484760851;-0.00409866963;0.000263248512;-0.0111316284;0.000556985964;0.00352787413;-0.00122308359;-4.17801202e-05;0.000695941388;0.00241190265;-0.00363686774;0.00353797525;-0.000987487612;-0.00019238377;0.000257754029;-0.00347395567;0.000433054985;-0.00305272359;0.00140835345;0.000184142147
6,0.117313378,0,-0.121649727;0.359995931;-0.218947709;-0.0102629969;-0.247120336;0.108802311;-0.231134772;0.33781144;0.00623397157;0.000286507944;-0.00721171452;-0.00497858925;0.000484760851;-0.00409866963;0.000263248512;-0.0111316284;0.000556985964;0.00352787413;-0.00122308359;-4.17801202e-05;0.000695941388;0.00241190265;-0.00363686774;0.00353797525;-0.000987487612;-0.00019238377;0.000257754029;-0.00347395567;0.000433054985;-0.00305272359;0.00140835345;0.000184142147,-0.120048165;0.359487027;-0.21942845;-0.0089728497;-0.245836899;0.107503369;-0.358448148;0.33795011;0.00593189755;-0.00110752322;-0.00781442784;-0.00506221037;0.000740842661;-0.0051572388;0.00100817508;-0.0100620268;0.000493569183;0.00479955412;-0.000302360801;-0.000591305143;0.000832562742;0.00208112993;-0.00454200013;0.00209524017;3.82116996e-05;0.00105341885;-0.00121237477;-0.00263224472;-0.000427022431;-0.00235007494;2.45030969e-05;-3.27111047e-06
1,0.115235917,0,-0.120048165;0.359487027;-0.21942845;-0.0089728497;-0.245836899;0.107503369;-0.358448148;0.33795011;0.00593189755;-0.00110752322;-0.00781442784;-0.00506221037;0.000740842661;-0.0051572388;0.00100817508;-0.0100620268;0.000493569183;0.00479955412;-0.000302360801;-0.000591305143;0.000832562742;0.00208112993;-0.00454200013;0.00209524017;3.82116996e-05;0.00105341885;-0.00121237477;-0.00263224472;-0.000427022431;-0.00235007494;2.45030969e-05;-3.27111047e-06,-0.120413564;0.484722942;-0.21915631;-0.00849693827;-0.245984703;0.106693707;-0.357742906;0.33654651;0.00577945728;-0.000952671515;-0.00880866963;-0.00400354993;0.000958607299;-0.00429814449;0.002271757;-0.0101130903;0.000744333083;0.00343200238;-0.000997198978;-0.00113178662;0.00180611678;0.00195359765;-0.00402660761;0.00195054826;0.00122796744;0.00127669121;0.000232768827;-0.00383648602;-0.000750052975;-0.00199004402;0.00122413388;0.000480839255
5,-0.12638481,0,-0.120413564;0.484722942;-0.21915631;-0.00849693827;-0.245984703;0.106693707;-0.357742906;0.33654651;0.00577945728;-0.000952671515;-0.00880866963;-0.00400354993;0.000958607299;-0.00429814449;0.002271757;-0.0101130903;0.000744333083;0.00343200238;-0.000997198978;-0.00113178662;0.00180611678;0.00195359765;-0.00402660761;0.00195054826;0.00122796744;0.00127669121;0.000232768827;-0.00383648602;-0.000750052975;-0.00199004402;0.00122413388;0.000480839255,-0.121169806;0.485089362;-0.219391003;-0.00746837677;-0.245644465;0.234219655;-0.355729014;0.336564779;0.00631126761;-0.00151571608;-0.00783357769;-0.00257163169;6.29381393e-05;-0.00540936831;0.00124374835;-0.0110820802;0.00194754382;0.00466034841;-0.00217872672;-0.00152592198;0.00181284791;0.00262349285;-0.00449833414;0.00092107628;0.00119602878;0.000955766067;-0.000855493592;-0.00243949518;-0.00175015815;-0.00121697388;3.0366471e-05;0.00179531786
0,0.11558307,0,-0.121169806;0.485089362;-0.219391003;-0.00746837677;-0.245644465;0.234219655;-0.355729014;0.336564779;0.00631126761;-0.00151571608;-0.00783357769;-0.00257163169;6.29381393e-05;-0.00540936831;0.00124374835;-0.0110820802;0.00194754382;0.00466034841;-0.00217872672;-0.00152592198;0.00181284791;0.00262349285;-0.00449833414;0.00092107628;0.00119602878;0.000955766067;-0.000855493592;-0.00243949518;-0.00175015815;-0.00121697388;3.0366471e-05;0.00179531786,-0.246752873;0.48503989;-0.219574526;-0.00679199025;-0.245629683;0.23492834;-0.355922192;0.336702198;0.00501634181;-0.00161438005;-0.00845349673;-0.00151866698;-5.59866894e-05;-0.00630021235;0.00258450699;-0.0121594854;0.00213817228;0.00359911658;-0.00291382405;-0.00201086933;0.00224732282;0.00353106135;-0.00496965088;0.00145720714;0.00168632146;-0.000162859971;-0.00103706878;-0.00200276496;-0.00222498528;-0.00259100134;-0.00032658581;0.00303008035
3,-0.0768008903,0,-0.246752873;0.48503989;-0.219574526;-0.00679199025;-0.245629683;0.23492834;-0.355922192;0.336702198;0.00501634181;-0.00161438005;-0.00845349673;-0.00151866698;-5.59866894e-05;-0.00630021235;0.00258450699;-0.0121594854;0.00213817228;0.00359911658;-0.00291382405;-0.00201086933;0.00224732282;0.00353106135;-0.00496965088;0.00145720714;0.00168632146;-0.000162859971;-0.00103706878;-0.00200276496;-0.00222498528;-0.00259100134;-0.00032658581;0.00303008035,-0.245264351;0.482815206;-0.220417112;-0.130150452;-0.245018825;0.233898968;-0.354204535;0.33482936;0.00629254244;-0.000952837523;-0.00785036758;-0.000961041485;0.000493370055;-0.0071906019;0.00336471852;-0.0126597052;0.00141918252;0.00434446847;-0.00358642545;-0.00282123894;0.00215533911;0.00342554925;-0.00549245765;0.000830421865;0.00235194806;0.00102879177;-0.000526705058;-0.00304019684;-0.00214622938;-0.00343625643;-0.000576760678;0.00390400644
6,0.109249108,0,-0.245264351;0.482815206;-0.220417112;-0.130150452;-0.245018825;0.233898968;-0.354204535;0.33482936;0.00629254244;-0.000952837523;-0.00785036758;-0.000961041485;0.000493370055;-0.0071906019;0.00336471852;-0.0126597052;0.00141918252;0.00434446847;-0.00358642545;-0.00282123894;0.00215533911;0.00342554925;-0.00549245765;0.000830421865;0.00235194806;0.00102879177;-0.000526705058;-0.00304019684;-0.00214622938;-0.00343625643;-0.000576760678;0.00390400644,-0.243990973;0.481179535;-0.220045388;-0.129662991;-0.243971661;0.234263957;-0.473453641;0.33270821;0.0052597397;-0.000906316098;-0.00763582299;-0.00190910883;0.000445904676;-0.00677257823;0.00325886882;-0.0115820207;0.00121628307;0.00320956972;-0.0044006533;-0.00316504086;0.00189331418;0.00323274336;-0.00453716563;0.00220263936;0.00309400633;-6.62029488e-05;-0.000954982941;-0.00430122018;-0.00318376883;-0.00334773632;-0.000895616482;0.00375512335
2,-0.0135808084,0,-0.243990973;0.481179535;-0.220045388;-0.129662991;-0.243971661;0.234263957;-0.473453641;0.33270821;0.0052597397;-0.000906316098;-0.00763582299;-0.00190910883;0.000445904676;-0.00677257823;0.00325886882;-0.0115820207;0.00121628307;0.00320956972;-0.0044006533;-0.00316504086;0.00189331418;0.00323274336;-0.00453716563;0.00220263936;0.00309400633;-6.62029488e-05;-0.000954982941;-0.00430122018;-0.00318376883;-0.00334773632;-0.000895616482;0.00375512335,-0.243718237;0.479037762;-0.330670059;-0.129016951;-0.24322547;0.233940065;-0.471717328;0.330850691;0.00378911756;0.000120008131;-0.00612276141;-0.00195284351;-0.000848876138;-0.00697285682;0.00236748182;-0.0107226744;0.00268221321;0.00304397917;-0.00427923072;-0.00313264807;0.00252774544;0.00233139936;-0.00582632143;0.00331693981;0.00434242561;0.000343587715;-0.00183698069;-0.00357328588;-0.00386265642;-0.00313676707;-0.000801294926;0.00271194964
5,0.110554628,0,-0.243718237;0.479037762;-0.330670059;-0.129016951;-0.24322547;0.233940065;-0.471717328;0.330850691;0.00378911756;0.000120008131;-0.00612276141;-0.00195284351;-0.000848876138;-0.00697285682;0.00236748182;-0.0107226744;0.00268221321;0.00304397917;-0.00427923072;-0.00313264807;0.00252774544;0.00233139936;-0.00582632143;0.00331693981;0.00434242561;0.000343587715;-0.00183698069;-0.00357328588;-0.00386265642;-0.00313676707;-0.000801294926;0.00271194964,-0.243192554;0.478651553;-0.32977289;-0.130009681;-0.243008181;0.111143112;-0.469323188;0.331531018;0.00418605842;-0.00111300312;-0.00560074486;-0.00176087418;-0.00204337249;-0.00823644921;0.00232744915;-0.011744827;0.00360598532;0.00304652122;-0.00411189022;-0.00195556087;0.0022230763;0.00379734533;-0.00595799647;0.00318057439;0.00483234273;0.00146696495;-0.000494532869;-0.00504913274;-0.00524894381;-0.00445951615;2.44390103e-05;0.00143204152
0,0.109723561,0,-0.243192554;0.478651553;-0.32977289;-0.130009681;-0.243008181;0.111143112;-0.469323188;0.331531018;0.00418605842;-0.00111300312;-0.00560074486;-0.00176087418;-0.00204337249;-0.00823644921;0.00232744915;-0.011744827;0.00360598532;0.00304652122;-0.00411189022;-0.00195556087;0.0022230763;0.00379734533;-0.00595799647;0.00318057439;0.00483234273;0.00146696495;-0.000494532869;-0.00504913274;-0.00524894381;-0.00445951615;2.44390103e-05;0.00143204152,-0.362916112;0.4772937;-0.330400348;-0.129502892;-0.242386818;0.11180836;-0.469278216;0.331180185;0.00537135592;-0.0018652631;-0.00612811092;-0.00292767608;-0.00205784431;-0.00882712845;0.00133951823;-0.012842875;0.00404014951;0.00161595806;-0.00461217528;-0.000787101686;0.00318042166;0.00282986951;-0.00480200863;0.00234290864;0.00380610581;0.000182358548;-0.00158939417;-0.00528641418;-0.00578198768;-0.00540583255;0.000710628985;0.00258853333
3,0.0582545549,0,-0.362916112;0.4772937;-0.330400348;-0.129502892;-0.242386818;0.11180836;-0.469278216;0.331180185;0.00537135592;-0.0018652631;-0.00612811092;-0.00292767608;-0.00205784431;-0.00882712845;0.00133951823;-0.012842875;0.00404014951;0.00161595806;-0.00461217528;-0.000787101686;0.00318042166;0.00282986951;-0.00480200863;0.00234290864;0.00380610581;0.000182358548;-0.00158939417;-0.00528641418;-0.00578198768;-0.00540583255;0.000710628985;0.00258853333,-0.36155805;0.475931644;-0.330919772;-0.0088932151;-0.242451623;0.112059094;-0.467384994;0.331045687;0.00615290226;-0.000390882371;-0.00612465106;-0.00205752673;-0.000777074136;-0.00962622277;0.00259539951;-0.0141074257;0.00310481992;0.000125511899;-0.00490267482;-0.000516713306;0.00173316454;0.00273942924;-0.00486480724;0.00273029041;0.00427083066;0.00016860319;-0.00118921592;-0.00668986235;-0.00639663916;-0.00499557471;0.000446656341;0.00272804243
7,0.107419245,0,-0.36155805;0.475931644;-0.330919772;-0.0088932151;-0.242451623;0.112059094;-0.467384994;0.331045687;0.00615290226;-0.000390882371;-0.00612465106;-0.00205752673;-0.000777074136;-0.00962622277;0.00259539951;-0.0141074257;0.00310481992;0.000125511899;-0.00490267482;-0.000516713306;0.00173316454;0.00273942924;-0.00486480724;0.00273029041;0.00427083066;0.00016860319;-0.00118921592;-0.00668986235;-0.00639663916;-0.00499557471;0.000446656341;0.00272804243,-0.360526323;0.476174176;-0.329401791;-0.00881206617;-0.242943406;0.111593112;-0.466933548;0.44846493;0.00523391739;-0.00125787442;-0.00728344731;-0.00334939756;1.69219566e-05;-0.00879789516;0.00372255617;-0.01371291;0.00270776427;-0.000958964578;-0.00402122783;-0.000615117897;0.00223878794;0.00273497822;-0.00449491804;0.00307148555;0.00443304097;0.000393174414;-0.00206199451;-0.00616847398;-0.00602057902;-0.00593016436;0.000731180655;0.00182827527
2,-0.0233989451,0,-0.360526323;0.476174176;-0.329401791;-0.00881206617;-0.242943406;0.111593112;-0.466933548;0.44846493;0.00523391739;-0.00125787442;-0.00728344731;-0.00334939756;1.69219566e-05;-0.00879789516;0.00372255617;-0.01371291;0.00270776427;-0.000958964578;-0.00402122783;-0.000615117897;0.00223878794;0.00273497822;-0.00449491804;0.00307148555;0.00443304097;0.000393174414;-0.00206199451;-0.00616847398;-0.00602057902;-0.00593016436;0.000731180655;0.00182827527,-0.359883636;0.474869728;-0.204333901;-0.0101054115;-0.241050914;0.111140564;-0.464578122;0.448041052;0.00386269484;-0.00099774776;-0.00632032845;-0.00426363759;-0.00114974193;-0.00931296218;0.00317494245;-0.0147722885;0.00386199495;-0.00175594748;-0.00333140627;-0.000710174907;0.00289801043;0.00418101717;-0.00545426132;0.00205057533;0.00345767918;0.00168966455;-0.00197640806;-0.00530004269;-0.00460137101;-0.00738995662;0.000100886158;0.00245975936
5,-0.12635015,0,-0.359883636;0.474869728;-0.204333901;-0.0101054115;-0.241050914;0.111140564;-0.464578122;0.448041052;0.00386269484;-0.00099774776;-0.00632032845;-0.00426363759;-0.00114974193;-0.00931296218;0.00317494245;-0.0147722885;0.00386199495;-0.00175594748;-0.00333140627;-0.000710174907;0.00289801043;0.00418101717;-0.00545426132;0.00205057533;0.00345767918;0.00168966455;-0.00197640806;-0.00530004269;-0.00460137101;-0.00738995662;0.000100886158;0.00245975936,-0.359045923;0.475391865;-0.203555524;-0.0102077806;-0.241931468;0.229738131;-0.463781387;0.446687967;0.00242201611;-0.000185988029;-0.00506460108;-0.00489741983;-0.00254059909;-0.0104191164;0.00234247255;-0.0139306867;0.00463806884;-0.00254110689;-0.00466245785;0.000351100287;0.00182861928;0.00290687568;-0.00630558189;0.000664322171;0.00229567266;0.000647848821;-0.00310579315;-0.00422544172;-0.00507954741;-0.00599765219;0.000984812621;0.00306418701
0,0.100068651,1,-0.359045923;0.475391865;-0.203555524;-0.0102077806;-0.241931468;0.229738131;-0.463781387;0.446687967;0.00242201611;-0.000185988029;-0.00506460108;-0.00489741983;-0.00254059909;-0.0104191164;0.00234247255;-0.0139306867;0.00463806884;-0.00254110689;-0.00466245785;0.000351100287;0.00182861928;0.00290687568;-0.00630558189;0.000664322171;0.00229567266;0.000647848821;-0.00310579315;-0.00422544172;-0.00507954741;-0.00599765219;0.000984812621;0.00306418701,-0.487674087;0.474568546;-0.204059586;-0.00871088356;-0.241387472;0.228962004;-0.463551909;0.44578281;0.00224350998;-0.00071711815;-0.00368197472;-0.00487264572;-0.00333808176;-0.0107528111;0.00369335432;-0.013582225;0.00421829615;-0.00154817128;-0.0057714968;0.00127252366;0.00109198876;0.00176631205;-0.00706311781;-0.000577585073;0.00234574429;0.00158587447;-0.0031297591;-0.00523866713;-0.00648137648;-0.00574462255;-0.000107016647;0.00261946488
1,0.113751166,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,-0.00138028478;0.123751156;-0.00118844444;-0.000890025985;0.000403666054;-0.00111147575;-0.000784808828;-0.0005655227;-0.00057549763;0.00134292059;-0.00124010432;-0.00109369308;-0.000868970295;0.001064362;0.000164367724;0.00137427845;-0.000619132887;-0.000455410336;-0.000695547264;0.000714482274;-0.000905639667;0.000916862336;-0.000264402828;-0.000782127026;-0.00143274094;-0.00063063472;-0.00049488619;0.000817343884;-0.000761506497;-0.00040346969;0.000494553417;-0.000790956081
4,0.115090586,0,-0.00138028478;0.123751156;-0.00118844444;-0.000890025985;0.000403666054;-0.00111147575;-0.000784808828;-0.0005655227;-0.00057549763;0.00134292059;-0.00124010432;-0.00109369308;-0.000868970295;0.001064362;0.000164367724;0.00137427845;-0.000619132887;-0.000455410336;-0.000695547264;0.000714482274;-0.000905639667;0.000916862336;-0.000264402828;-0.000782127026;-0.00143274094;-0.00063063472;-0.00049488619;0.000817343884;-0.000761506497;-0.00040346969;0.000494553417;-0.000790956081,-0.00287404936;0.123356648;-0.000116818002;-0.00238095247;-0.124686912;-0.00087028963;-0.00105517393;-0.000446447113;0.000394447183;0.00127576804;0.00016285677;0.000331625808;-0.00201131776;0.000291088014;-5.67777897e-06;0.000425989274;-0.00121211319;0.000712561305;0.000590625918;0.00119839574;-0.0012767897;-0.000190280378;-0.000839396031;-6.28235284e-06;-6.84254337e-06;-0.000742991979;-0.0010655704;0.000808704877;-0.00134110171;0.000643592677;0.00173556677;-0.000112407899
7,0.109246247,0,-0.00287404936;0.123356648;-0.000116818002;-0.00238095247;-0.124686912;-0.00087028963;-0.00105517393;-0.000446447113;0.000394447183;0.00127576804;0.00016285677;0.000331625808;-0.00201131776;0.000291088014;-5.67777897e-06;0.000425989274;-0.00121211319;0.000712561305;0.000590625918;0.00119839574;-0.0012767897;-0.000190280378;-0.000839396031;-6.28235284e-06;-6.84254337e-06;-0.000742991979;-0.0010655704;0.000808704877;-0.00134110171;0.000643592677;0.00173556677;-0.000112407899,-0.00238590385;0.12345735;0.000677185657;-0.00321447127;-0.125573218;6.01988286e-05;-0.000790685765;0.118799791;0.00173414673;0.00082545483;-0.000657651632;0.001441236;-0.00342900585;-7.63192947e-05;-0.00148516288;-0.000700038974;-0.000943231164;0.000573327648;-0.000137811992;0.000681093661;-0.00208763522;0.000780822127;-0.000172537519;1.1937801e-05;0.000839789223;-0.00212764414;-0.00153526582;0.000328163092;-5.32488339e-05;0.000682935992;0.000751607004;0.000894785568
2,0.119036727,0,-0.00238590385;0.12345735;0.000677185657;-0.00321447127;-0.125573218;6.01988286e-05;-0.000790685765;0.118799791;0.00173414673;0.00082545483;-0.000657651632;0.001441236;-0.00342900585;-7.63192947e-05;-0.00148516288;-0.000700038974;-0.000943231164;0.000573327648;-0.000137811992;0.000681093661;-0.00208763522;0.000780822127;-0.000172537519;1.1937801e-05;0.000839789223;-0.00212764414;-0.00153526582;0.000328163092;-5.32488339e-05;0.000682935992;0.000751607004;0.000894785568,-0.00379227055;0.122838281;-0.128359526;-0.00402402366;-0.125910848;0.000440471689;-0.000201407413;0.118761085;0.00290061254;0.00105855358;-0.000628785638;0.0015516663;-0.00406137295;-0.00111527718;-0.000686786778;-0.00101656059;-0.000807178672;-0.000676085416;0.000769579492;0.0012417644;-0.0028638693;-0.000175407564;-0.000868487521;0.000259105203;-0.000641832827;-0.00313328486;-0.00136245927;0.00165102945;-0.00145981484;-0.000318471109;0.00181075768;-9.45577049e-05
6,0.116115026,0,-0.00379227055;0.122838281;-0.128359526;-0.00402402366;-0.125910848;0.000440471689;-0.000201407413;0.118761085;0.00290061254;0.00105855358;-0.000628785638;0.0015516663;-0.00406137295;-0.00111527718;-0.000686786778;-0.00101656059;-0.000807178672;-0.000676085416;0.000769579492;0.0012417644;-0.0028638693;-0.000175407564;-0.000868487521;0.000259105203;-0.000641832827;-0.00313328486;-0.00136245927;0.00165102945;-0.00145981484;-0.000318471109;0.00181075768;-9.45577049e-05,-0.00470054802;0.121160202;-0.129145905;-0.0047889296;-0.125276834;0.000987867126;-0.126316413;0.117611714;0.00238421094;0.00216581672;0.000338156882;0.00108673493;-0.00554407854;7.40311807e-05;-0.0019795266;-0.00108916557;-0.000464534853;-0.00107361353;-0.000384830695;0.00034832902;-0.0020263216;-0.000167700506;-0.000844850845;-0.000547166273;0.000830126752;-0.00320145511;-0.00231556781;0.00175160996;-0.00026990124;-0.000972916023;0.00197439175;0.000806399097
1,0.105382852,0,-0.00470054802;0.121160202;-0.129145905;-0.0047889296;-0.125276834;0.000987867126;-0.126316413;0.117611714;0.00238421094;0.00216581672;0.000338156882;0.00108673493;-0.00554407854;7.40311807e-05;-0.0019795266;-0.00108916557;-0.000464534853;-0.00107361353;-0.000384830695;0.00034832902;-0.0020263216;-0.000167700506;-0.000844850845;-0.000547166273;0.000830126752;-0.00320145511;-0.00231556781;0.00175160996;-0.00026990124;-0.000972916023;0.00197439175;0.000806399097,-0.00381628075;0.236543059;-0.127791643;-0.00518333307;-0.123727784;0.000943713821;-0.125995696;0.116543517;0.00159694045;0.0024264052;0.00125724636;0.000775813765;-0.00570985535;-0.00056698604;-0.000675173593;-0.00243013981;-0.000356443023;-0.00229070103;0.0010743927;-0.000643657288;-0.00340702385;0.000659642799;-6.99912198e-06;0.000722897414;0.00178387505;-0.00343857193;-0.000820543035;0.00312715792;-0.00118063111;-0.0020578166;0.00185201364;0.0019327614
4,0.10565611,0,-0.00381628075;0.236543059;-0.127791643;-0.00518333307;-0.123727784;0.000943713821;-0.125995696;0.116543517;0.00159694045;0.0024264052;0.00125724636;0.000775813765;-0.00570985535;-0.00056698604;-0.000675173593;-0.00243013981;-0.000356443023;-0.00229070103;0.0010743927;-0.000643657288;-0.00340702385;0.000659642799;-6.99912198e-06;0.000722897414;0.00178387505;-0.00343857193;-0.000820543035;0.00312715792;-0.00118063111;-0.0020578166;0.00185201364;0.0019327614,-0.00495718699;0.235927999;-0.128425106;-0.00406742934;-0.239383891;0.00129691954;-0.126626804;0.114869319;0.00206829258;0.00166582852;0.00211402145;-0.000346348213;-0.00656519737;-0.00105304178;-0.002171739;-0.00212901062;-0.000786399061;-0.00193238526;0.00196589204;-0.000615540077;-0.00467008958;0.00158823701;-0.000604873523;0.000918872305;0.000777639681;-0.00280481135;0.000412410765;0.00192201009;-0.000404836261;-0.00157357147;0.00257602707;0.00189109007
